"iso3c","date","value"
"NCL",2015,100
"NCL",2016,100
"NCL",2017,100
"NCL",2018,100
"NCL",2019,100
"NCL",2020,100
"NCL",2021,100
"NER",2000,6.5
"NER",2001,8.4
"NER",2002,8.8
"NER",2003,9.3
"NER",2004,9.7
"NER",2005,7.1
"NER",2006,9.3
"NER",2007,11.2
"NER",2008,11.8
"NER",2009,12.3
"NER",2010,13.6
"NER",2011,14.3
"NER",2012,14.4
"NER",2013,15.2
"NER",2014,15.7
"NER",2015,16.6
"NER",2016,17
"NER",2017,17.6
"NER",2018,17.6
"NER",2019,18.5
"NER",2020,18.7
"NER",2021,18.6
"NGA",2000,43.2
"NGA",2001,43.9
"NGA",2002,44.6
"NGA",2003,52.2
"NGA",2004,46.1
"NGA",2005,46.8
"NGA",2006,47.6
"NGA",2007,50.1
"NGA",2008,50.3
"NGA",2009,50
"NGA",2010,48
"NGA",2011,55.9
"NGA",2012,53
"NGA",2013,55.6
"NGA",2014,54.2
"NGA",2015,52.5
"NGA",2016,59.3
"NGA",2017,54.4
"NGA",2018,56.5
"NGA",2019,55.4
"NGA",2020,55.4
"NGA",2021,59.5
"NIC",2000,73
"NIC",2001,72.2
"NIC",2002,74.1
"NIC",2003,74.6
"NIC",2004,75.2
"NIC",2005,73.8
"NIC",2006,76.3
"NIC",2007,76.9
"NIC",2008,77.5
"NIC",2009,77.9
"NIC",2010,80.1
"NIC",2011,81.2
"NIC",2012,81.3
"NIC",2013,81.9
"NIC",2014,81.9
"NIC",2015,83.2
"NIC",2016,83.9
"NIC",2017,84.6
"NIC",2018,85.2
"NIC",2019,85.7
"NIC",2020,86
"NIC",2021,86.3
"NLD",2000,100
"NLD",2001,100
"NLD",2002,100
"NLD",2003,100
"NLD",2004,100
"NLD",2005,100
"NLD",2006,100
"NLD",2007,100
"NLD",2008,100
"NLD",2009,100
"NLD",2010,100
"NLD",2011,100
"NLD",2012,100
"NLD",2013,100
"NLD",2014,100
"NLD",2015,100
"NLD",2016,100
"NLD",2017,100
"NLD",2018,100
"NLD",2019,100
"NLD",2020,100
"NLD",2021,100
"NOR",2000,100
"NOR",2001,100
"NOR",2002,100
"NOR",2003,100
"NOR",2004,100
"NOR",2005,100
"NOR",2006,100
"NOR",2007,100
"NOR",2008,100
"NOR",2009,100
"NOR",2010,100
"NOR",2011,100
"NOR",2012,100
"NOR",2013,100
"NOR",2014,100
"NOR",2015,100
"NOR",2016,100
"NOR",2017,100
"NOR",2018,100
"NOR",2019,100
"NOR",2020,100
"NOR",2021,100
"NPL",2000,29.9
"NPL",2001,24.6
"NPL",2002,36.4
"NPL",2003,39.6
"NPL",2004,37.2
"NPL",2005,46.1
"NPL",2006,51.2
"NPL",2007,52.6
"NPL",2008,56
"NPL",2009,59.3
"NPL",2010,68.6
"NPL",2011,67.3
"NPL",2012,75.2
"NPL",2013,77.4
"NPL",2014,84.9
"NPL",2015,82
"NPL",2016,90.7
"NPL",2017,86.6
"NPL",2018,93.9
"NPL",2019,89.9
"NPL",2020,89.9
"NPL",2021,89.9
"NRU",2000,99.1
"NRU",2001,99
"NRU",2002,99
"NRU",2003,99
"NRU",2004,99
"NRU",2005,99
"NRU",2006,99
"NRU",2007,99.8
"NRU",2008,99.1
"NRU",2009,99.1
"NRU",2010,99.2
"NRU",2011,99
"NRU",2012,99.4
"NRU",2013,99.4
"NRU",2014,99.5
"NRU",2015,99
"NRU",2016,99.7
"NRU",2017,99.8
"NRU",2018,99.9
"NRU",2019,100
"NRU",2020,100
"NRU",2021,100
"NZL",2000,100
"NZL",2001,100
"NZL",2002,100
"NZL",2003,100
"NZL",2004,100
"NZL",2005,100
"NZL",2006,100
"NZL",2007,100
"NZL",2008,100
"NZL",2009,100
"NZL",2010,100
"NZL",2011,100
"NZL",2012,100
"NZL",2013,100
"NZL",2014,100
"NZL",2015,100
"NZL",2016,100
"NZL",2017,100
"NZL",2018,100
"NZL",2019,100
"NZL",2020,100
"NZL",2021,100
"OMN",2000,100
"OMN",2001,100
"OMN",2002,100
"OMN",2003,100
"OMN",2004,100
"OMN",2005,99.9
"OMN",2006,99.9
"OMN",2007,100
"OMN",2008,100
"OMN",2009,100
"OMN",2010,100
"OMN",2011,100
"OMN",2012,100
"OMN",2013,100
"OMN",2014,100
"OMN",2015,100
"OMN",2016,100
"OMN",2017,100
"OMN",2018,100
"OMN",2019,100
"OMN",2020,100
"OMN",2021,100
"PAK",2000,72.8
"PAK",2001,73.9
"PAK",2002,74.9
"PAK",2003,76
"PAK",2004,77
"PAK",2005,78.1
"PAK",2006,79.1
"PAK",2007,80.2
"PAK",2008,81.4
"PAK",2009,82.5
"PAK",2010,87.1
"PAK",2011,87.8
"PAK",2012,88.6
"PAK",2013,89.3
"PAK",2014,90.1
"PAK",2015,91
"PAK",2016,91.8
"PAK",2017,92.7
"PAK",2018,93.4
"PAK",2019,93.9
"PAK",2020,94.5
"PAK",2021,94.9
"PAN",2000,81.4
"PAN",2001,81.5
"PAN",2002,82.1
"PAN",2003,87.8
"PAN",2004,83.4
"PAN",2005,84.1
"PAN",2006,84.8
"PAN",2007,85.5
"PAN",2008,86.3
"PAN",2009,87
"PAN",2010,86.8
"PAN",2011,88.6
"PAN",2012,89.3
"PAN",2013,89.1
"PAN",2014,90.8
"PAN",2015,91.6
"PAN",2016,92.4
"PAN",2017,93.7
"PAN",2018,93.8
"PAN",2019,93.9
"PAN",2020,95.3
"PAN",2021,95.3
"PER",2000,72.5
"PER",2001,72.1
"PER",2002,74.4
"PER",2003,74.4
"PER",2004,75.7
"PER",2005,77.2
"PER",2006,80.2
"PER",2007,82
"PER",2008,84.7
"PER",2009,86.4
"PER",2010,88.1
"PER",2011,89.7
"PER",2012,91.1
"PER",2013,92.1
"PER",2014,92.9
"PER",2015,93.9
"PER",2016,94.2
"PER",2017,94.8
"PER",2018,95.2
"PER",2019,95.6
"PER",2020,96.2
"PER",2021,95.6
"PHL",2000,74.7
"PHL",2001,75.7
"PHL",2002,76.7
"PHL",2003,76.6
"PHL",2004,87.6
"PHL",2005,79.8
"PHL",2006,80.2
"PHL",2007,82
"PHL",2008,83.3
"PHL",2009,84.3
"PHL",2010,85.5
"PHL",2011,87.2
"PHL",2012,87.1
"PHL",2013,87.5
"PHL",2014,89.8
"PHL",2015,89.1
"PHL",2016,92
"PHL",2017,93
"PHL",2018,94.2
"PHL",2019,95.3
"PHL",2020,96.4
"PHL",2021,97.5
"PLW",2000,97.9
"PLW",2001,98
"PLW",2002,98
"PLW",2003,98.1
"PLW",2004,98.1
"PLW",2005,98.9
"PLW",2006,98.3
"PLW",2007,98.4
"PLW",2008,98.5
"PLW",2009,98.6
"PLW",2010,98.8
"PLW",2011,98.9
"PLW",2012,97.6
"PLW",2013,99.2
"PLW",2014,99.8
"PLW",2015,99.5
"PLW",2016,100
"PLW",2017,100
"PLW",2018,100
"PLW",2019,100
"PLW",2020,100
"PLW",2021,100
"PNG",2000,12.4
"PNG",2001,12.7
"PNG",2002,13.1
"PNG",2003,13.4
"PNG",2004,13.8
"PNG",2005,14.1
"PNG",2006,12.4
"PNG",2007,14.9
"PNG",2008,15.3
"PNG",2009,17.2
"PNG",2010,19.5
"PNG",2011,17.3
"PNG",2012,17.5
"PNG",2013,17.8
"PNG",2014,18.1
"PNG",2015,18.4
"PNG",2016,13.5
"PNG",2017,19.2
"PNG",2018,16.6
"PNG",2019,23.6
"PNG",2020,20.5
"PNG",2021,20.9
"POL",2000,100
"POL",2001,100
"POL",2002,100
"POL",2003,99.9
"POL",2004,99.9
"POL",2005,99.8
"POL",2006,99.8
"POL",2007,99.8
"POL",2008,99.8
"POL",2009,100
"POL",2010,100
"POL",2011,100
"POL",2012,100
"POL",2013,100
"POL",2014,100
"POL",2015,100
"POL",2016,100
"POL",2017,100
"POL",2018,100
"POL",2019,100
"POL",2020,100
"POL",2021,100
"PRI",2000,100
"PRI",2001,100
"PRI",2002,100
"PRI",2003,100
"PRI",2004,100
"PRI",2005,100
"PRI",2006,100
"PRI",2007,100
"PRI",2008,100
"PRI",2009,100
"PRI",2010,100
"PRI",2011,100
"PRI",2012,100
"PRI",2013,100
"PRI",2014,100
"PRI",2015,100
"PRI",2016,100
"PRI",2017,100
"PRI",2018,100
"PRI",2019,100
"PRI",2020,100
"PRI",2021,100
"PRK",2009,26
"PRK",2010,29.3
"PRK",2011,31.4
"PRK",2012,33.6
"PRK",2013,35.7
"PRK",2014,37.8
"PRK",2015,40
"PRK",2016,42.1
"PRK",2017,44.2
"PRK",2018,46.3
"PRK",2019,48.4
"PRK",2020,50.5
"PRK",2021,52.6
"PRT",2000,100
"PRT",2001,100
"PRT",2002,100
"PRT",2003,100
"PRT",2004,100
"PRT",2005,100
"PRT",2006,100
"PRT",2007,100
"PRT",2008,100
"PRT",2009,100
"PRT",2010,100
"PRT",2011,100
"PRT",2012,100
"PRT",2013,100
"PRT",2014,100
"PRT",2015,100
"PRT",2016,100
"PRT",2017,100
"PRT",2018,100
"PRT",2019,100
"PRT",2020,100
"PRT",2021,100
"PRY",2000,89.6
"PRY",2001,91
"PRY",2002,91.7
"PRY",2003,92.6
"PRY",2004,93.2
"PRY",2005,94.7
"PRY",2006,96.7
"PRY",2007,96.5
"PRY",2008,96.7
"PRY",2009,96.9
"PRY",2010,97.4
"PRY",2011,98.2
"PRY",2012,97.8
"PRY",2013,99
"PRY",2014,99
"PRY",2015,99.3
"PRY",2016,98.4
"PRY",2017,99.3
"PRY",2018,99.6
"PRY",2019,99.7
"PRY",2020,99.7
"PRY",2021,100
"PSE",2000,99.7
"PSE",2001,99.1
"PSE",2002,99.2
"PSE",2003,99.1
"PSE",2004,99.5
"PSE",2005,99.6
"PSE",2006,99.7
"PSE",2007,98.8
"PSE",2008,99.8
"PSE",2009,99.9
"PSE",2010,99.9
"PSE",2011,99.7
"PSE",2012,99.8
"PSE",2013,99.9
"PSE",2014,99.9
"PSE",2015,99.9
"PSE",2016,100
"PSE",2017,99.9
"PSE",2018,100
"PSE",2019,100
"PSE",2020,100
"PSE",2021,100
"PYF",2000,100
"PYF",2001,100
"PYF",2002,100
"PYF",2003,100
"PYF",2004,100
"PYF",2005,100
"PYF",2006,100
"PYF",2007,100
"PYF",2008,100
"PYF",2009,100
"PYF",2010,100
"PYF",2011,100
"PYF",2012,100
"PYF",2013,100
"PYF",2014,100
"PYF",2015,100
"PYF",2016,100
"PYF",2017,100
"PYF",2018,100
"PYF",2019,100
"PYF",2020,100
"PYF",2021,100
"QAT",2000,100
"QAT",2001,100
"QAT",2002,100
"QAT",2003,100
"QAT",2004,100
"QAT",2005,100
"QAT",2006,100
"QAT",2007,100
"QAT",2008,100
"QAT",2009,100
"QAT",2010,100
"QAT",2011,100
"QAT",2012,100
"QAT",2013,100
"QAT",2014,100
"QAT",2015,100
"QAT",2016,100
"QAT",2017,100
"QAT",2018,100
"QAT",2019,100
"QAT",2020,100
"QAT",2021,100
"ROU",2000,94.4
"ROU",2001,94.6
"ROU",2002,94.9
"ROU",2003,95.1
"ROU",2004,95.3
"ROU",2005,95.6
"ROU",2006,95.9
"ROU",2007,96.1
"ROU",2008,96.5
"ROU",2009,96.8
"ROU",2010,97.1
"ROU",2011,97.4
"ROU",2012,97.8
"ROU",2013,98.1
"ROU",2014,98.4
"ROU",2015,98.8
"ROU",2016,99.1
"ROU",2017,100
"ROU",2018,99.8
"ROU",2019,100
"ROU",2020,100
"ROU",2021,100
"RUS",2000,97.8
"RUS",2001,97.9
"RUS",2002,97.9
"RUS",2003,97.9
"RUS",2004,98
"RUS",2005,98
"RUS",2006,98.1
"RUS",2007,98.2
"RUS",2008,98.3
"RUS",2009,98.4
"RUS",2010,99.3
"RUS",2011,99.2
"RUS",2012,100
"RUS",2013,100
"RUS",2014,100
"RUS",2015,95.5
"RUS",2016,99.4
"RUS",2017,100
"RUS",2018,100
"RUS",2019,99.8
"RUS",2020,99.9
"RUS",2021,100
"RWA",2000,6.2
"RWA",2001,4.7
"RWA",2002,6
"RWA",2003,7.4
"RWA",2004,8.7
"RWA",2005,4.8
"RWA",2006,11.4
"RWA",2007,12.8
"RWA",2008,6
"RWA",2009,15.6
"RWA",2010,9.7
"RWA",2011,10.8
"RWA",2012,17.5
"RWA",2013,15.2
"RWA",2014,19.8
"RWA",2015,22.8
"RWA",2016,29.4
"RWA",2017,34.1
"RWA",2018,38
"RWA",2019,46.6
"RWA",2020,45.2
"RWA",2021,48.7
"SAU",2000,100
"SAU",2001,100
"SAU",2002,100
"SAU",2003,100
"SAU",2004,100
"SAU",2005,100
"SAU",2006,100
"SAU",2007,100
"SAU",2008,100
"SAU",2009,100
"SAU",2010,100
"SAU",2011,100
"SAU",2012,100
"SAU",2013,100
"SAU",2014,100
"SAU",2015,100
"SAU",2016,99.9
"SAU",2017,100
"SAU",2018,99.9
"SAU",2019,100
"SAU",2020,100
"SAU",2021,100
"SDN",2000,23
"SDN",2001,29.4
"SDN",2002,29.7
"SDN",2003,29.9
"SDN",2004,30.2
"SDN",2005,30.5
"SDN",2006,30.8
"SDN",2007,31.1
"SDN",2008,20
"SDN",2009,29
"SDN",2010,36
"SDN",2011,38.3
"SDN",2012,40.7
"SDN",2013,43.1
"SDN",2014,44.9
"SDN",2015,48
"SDN",2016,50.5
"SDN",2017,53
"SDN",2018,55.3
"SDN",2019,57.6
"SDN",2020,59.7
"SDN",2021,61.8
"SEN",2000,37.7
"SEN",2001,38.9
"SEN",2002,36.8
"SEN",2003,41.9
"SEN",2004,36.8
"SEN",2005,47.1
"SEN",2006,49.9
"SEN",2007,48.1
"SEN",2008,49.7
"SEN",2009,53.5
"SEN",2010,56.5
"SEN",2011,56.5
"SEN",2012,56.5
"SEN",2013,57
"SEN",2014,61
"SEN",2015,60.5
"SEN",2016,64.5
"SEN",2017,61.7
"SEN",2018,66
"SEN",2019,70.4
"SEN",2020,64.3
"SEN",2021,68
"SGP",2000,100
"SGP",2001,100
"SGP",2002,100
"SGP",2003,100
"SGP",2004,100
"SGP",2005,100
"SGP",2006,100
"SGP",2007,100
"SGP",2008,100
"SGP",2009,100
"SGP",2010,100
"SGP",2011,100
"SGP",2012,100
"SGP",2013,100
"SGP",2014,100
"SGP",2015,100
"SGP",2016,100
"SGP",2017,100
"SGP",2018,100
"SGP",2019,100
"SGP",2020,100
"SGP",2021,100
"SLB",2000,4.7
"SLB",2001,7.6
"SLB",2002,10.5
"SLB",2003,13.4
"SLB",2004,16.3
"SLB",2005,19.2
"SLB",2006,14.4
"SLB",2007,12.9
"SLB",2008,28.1
"SLB",2009,21.2
"SLB",2010,35.4
"SLB",2011,39.1
"SLB",2012,42.9
"SLB",2013,44.7
"SLB",2014,50.5
"SLB",2015,55.1
"SLB",2016,58.2
"SLB",2017,62.9
"SLB",2018,65.8
"SLB",2019,69.4
"SLB",2020,72.9
"SLB",2021,76.3
"SLE",2000,7.7
"SLE",2001,8.5
"SLE",2002,9.2
"SLE",2003,9.9
"SLE",2004,16.8
"SLE",2005,11.3
"SLE",2006,12.2
"SLE",2007,13
"SLE",2008,12.1
"SLE",2009,14.6
"SLE",2010,11.5
"SLE",2011,14.2
"SLE",2012,17.2
"SLE",2013,13.5
"SLE",2014,18.8
"SLE",2015,19.7
"SLE",2016,20.3
"SLE",2017,23.4
"SLE",2018,26.1
"SLE",2019,22.7
"SLE",2020,26.3
"SLE",2021,27.5
"SLV",2000,84.5
"SLV",2001,87.1
"SLV",2002,87.5
"SLV",2003,87
"SLV",2004,87.4
"SLV",2005,87.5
"SLV",2006,89.2
"SLV",2007,91.1
"SLV",2008,91
"SLV",2009,91.1
"SLV",2010,91.6
"SLV",2011,92.6
"SLV",2012,93.7
"SLV",2013,95
"SLV",2014,95.1
"SLV",2015,95.4
"SLV",2016,96
"SLV",2017,96.8
"SLV",2018,97
"SLV",2019,97.4
"SLV",2020,99.7
"SLV",2021,97.9
"SMR",2000,100
"SMR",2001,100
"SMR",2002,100
"SMR",2003,100
"SMR",2004,100
"SMR",2005,100
"SMR",2006,100
"SMR",2007,100
"SMR",2008,100
"SMR",2009,100
"SMR",2010,100
"SMR",2011,100
"SMR",2012,100
"SMR",2013,100
"SMR",2014,100
"SMR",2015,100
"SMR",2016,100
"SMR",2017,100
"SMR",2018,100
"SMR",2019,100
"SMR",2020,100
"SMR",2021,100
"SOM",2000,2.1
"SOM",2001,4.7
"SOM",2002,7.4
"SOM",2003,9.8
"SOM",2004,12.4
"SOM",2005,15
"SOM",2006,15.2
"SOM",2007,20.2
"SOM",2008,22.9
"SOM",2009,25.5
"SOM",2010,52.3
"SOM",2011,52
"SOM",2012,51.8
"SOM",2013,51.5
"SOM",2014,51.4
"SOM",2015,51.2
"SOM",2016,51.1
"SOM",2017,52.1
"SOM",2018,50.7
"SOM",2019,49.2
"SOM",2020,49.9
"SOM",2021,49.3
"SRB",2000,99.9
"SRB",2001,99.8
"SRB",2002,100
"SRB",2003,99.7
"SRB",2004,99.6
"SRB",2005,99.7
"SRB",2006,99.6
"SRB",2007,99.6
"SRB",2008,99.6
"SRB",2009,99.6
"SRB",2010,99.7
"SRB",2011,99.7
"SRB",2012,99.8
"SRB",2013,99.9
"SRB",2014,99.7
"SRB",2015,99.9
"SRB",2016,99.9
"SRB",2017,100
"SRB",2018,100
"SRB",2019,99.8
"SRB",2020,100
"SRB",2021,100
"SSD",2007,0.8
"SSD",2008,1.3
"SSD",2009,3
"SSD",2010,1.5
"SSD",2011,2.8
"SSD",2012,3.3
"SSD",2013,3.8
"SSD",2014,4.3
"SSD",2015,4.8
"SSD",2016,5.3
"SSD",2017,4.2
"SSD",2018,6.3
"SSD",2019,6.8
"SSD",2020,7.3
"SSD",2021,7.7
"STP",2000,52.9
"STP",2001,51.5
"STP",2002,52.5
"STP",2003,53.6
"STP",2004,54.7
"STP",2005,55.8
"STP",2006,56.9
"STP",2007,58
"STP",2008,59.1
"STP",2009,56.9
"STP",2010,61.4
"STP",2011,62.6
"STP",2012,57.9
"STP",2013,65
"STP",2014,68.6
"STP",2015,67.3
"STP",2016,69.4
"STP",2017,74.3
"STP",2018,71
"STP",2019,75.1
"STP",2020,76.8
"STP",2021,78.5
"SUR",2000,95.4
"SUR",2001,95.3
"SUR",2002,95.2
"SUR",2003,95.1
"SUR",2004,95
"SUR",2005,94.9
"SUR",2006,91
"SUR",2007,94.7
"SUR",2008,94.7
"SUR",2009,94.6
"SUR",2010,91.2
"SUR",2011,94.6
"SUR",2012,94.6
"SUR",2013,94.6
"SUR",2014,94.6
"SUR",2015,95
"SUR",2016,95.8
"SUR",2017,96.6
"SUR",2018,97.4
"SUR",2019,97.9
"SUR",2020,98.4
"SUR",2021,98.8
"SVK",2000,100
"SVK",2001,100
"SVK",2002,100
"SVK",2003,100
"SVK",2004,100
"SVK",2005,99.9
"SVK",2006,99.9
"SVK",2007,100
"SVK",2008,100
"SVK",2009,100
"SVK",2010,100
"SVK",2011,100
"SVK",2012,100
"SVK",2013,100
"SVK",2014,100
"SVK",2015,100
"SVK",2016,100
"SVK",2017,100
"SVK",2018,100
"SVK",2019,100
"SVK",2020,100
"SVK",2021,100
"SVN",2000,100
"SVN",2001,100
"SVN",2002,100
"SVN",2003,100
"SVN",2004,100
"SVN",2005,100
"SVN",2006,100
"SVN",2007,100
"SVN",2008,100
"SVN",2009,100
"SVN",2010,100
"SVN",2011,100
"SVN",2012,100
"SVN",2013,100
"SVN",2014,100
"SVN",2015,100
"SVN",2016,100
"SVN",2017,100
"SVN",2018,100
"SVN",2019,100
"SVN",2020,100
"SVN",2021,100
"SWE",2000,100
"SWE",2001,100
"SWE",2002,100
"SWE",2003,100
"SWE",2004,100
"SWE",2005,100
"SWE",2006,100
"SWE",2007,100
"SWE",2008,100
"SWE",2009,100
"SWE",2010,100
"SWE",2011,100
"SWE",2012,100
"SWE",2013,100
"SWE",2014,100
"SWE",2015,100
"SWE",2016,100
"SWE",2017,100
"SWE",2018,100
"SWE",2019,100
"SWE",2020,100
"SWE",2021,100
"SWZ",2000,20.4
"SWZ",2001,26.9
"SWZ",2002,25.9
"SWZ",2003,28.7
"SWZ",2004,31.4
"SWZ",2005,34.2
"SWZ",2006,35.2
"SWZ",2007,39.8
"SWZ",2008,42.6
"SWZ",2009,38.6
"SWZ",2010,45.6
"SWZ",2011,51.2
"SWZ",2012,54.3
"SWZ",2013,57.5
"SWZ",2014,65
"SWZ",2015,64.1
"SWZ",2016,63.4
"SWZ",2017,73.5
"SWZ",2018,74
"SWZ",2019,77
"SWZ",2020,80
"SWZ",2021,82.9
"SXM",2000,100
"SXM",2001,99.9
"SXM",2002,99.9
"SXM",2003,99.8
"SXM",2004,99.8
"SXM",2005,99.7
"SXM",2006,99.7
"SXM",2007,99.7
"SXM",2008,99.7
"SXM",2009,99.7
"SXM",2010,100
"SXM",2011,100
"SXM",2012,100
"SXM",2013,100
"SXM",2014,100
"SXM",2015,100
"SXM",2016,100
"SXM",2017,100
"SXM",2018,100
"SXM",2019,100
"SXM",2020,100
"SXM",2021,100
"SYC",2000,94.1
"SYC",2001,94.4
"SYC",2002,96.1
"SYC",2003,94.9
"SYC",2004,95.2
"SYC",2005,95.5
"SYC",2006,99
"SYC",2007,96.1
"SYC",2008,96.5
"SYC",2009,96.8
"SYC",2010,97
"SYC",2011,98.1
"SYC",2012,98.3
"SYC",2013,98
"SYC",2014,100
"SYC",2015,100
"SYC",2016,100
"SYC",2017,100
"SYC",2018,100
"SYC",2019,100
"SYC",2020,100
"SYC",2021,100
"SYR",2000,93.4
"SYR",2001,93.1
"SYR",2002,86.6
"SYR",2003,92.6
"SYR",2004,92.3
"SYR",2005,92
"SYR",2006,99.5
"SYR",2007,91.5
"SYR",2008,91.3
"SYR",2009,91.1
"SYR",2010,92.7
"SYR",2011,91.5
"SYR",2012,90.7
"SYR",2013,90.4
"SYR",2014,90.2
"SYR",2015,90
"SYR",2016,89.8
"SYR",2017,89.6
"SYR",2018,86
"SYR",2019,89.2
"SYR",2020,89
"SYR",2021,88.8
"TCA",2000,95.6
"TCA",2001,94.9
"TCA",2002,95.2
"TCA",2003,95.4
"TCA",2004,95.7
"TCA",2005,96
"TCA",2006,96.2
"TCA",2007,96.6
"TCA",2008,96.9
"TCA",2009,100
"TCA",2010,100
"TCA",2011,100
"TCA",2012,93.1
"TCA",2013,100
"TCA",2014,100
"TCA",2015,100
"TCA",2016,100
"TCA",2017,100
"TCA",2018,100
"TCA",2019,100
"TCA",2020,99.4
"TCA",2021,100
"TCD",2000,3.1
"TCD",2001,3.4
"TCD",2002,3.8
"TCD",2003,4.1
"TCD",2004,3.5
"TCD",2005,4.8
"TCD",2006,5.1
"TCD",2007,5.5
"TCD",2008,5.9
"TCD",2009,6.3
"TCD",2010,6.4
"TCD",2011,9
"TCD",2012,7.8
"TCD",2013,8.1
"TCD",2014,8.4
"TCD",2015,7.7
"TCD",2016,9.2
"TCD",2017,10.9
"TCD",2018,10.1
"TCD",2019,8.4
"TCD",2020,10.9
"TCD",2021,11.3
"TGO",2000,17
"TGO",2001,19.6
"TGO",2002,21.3
"TGO",2003,23
"TGO",2004,24.8
"TGO",2005,26.5
"TGO",2006,27.9
"TGO",2007,30
"TGO",2008,31.8
"TGO",2009,33.7
"TGO",2010,30.8
"TGO",2011,39.7
"TGO",2012,39.1
"TGO",2013,41
"TGO",2014,45.7
"TGO",2015,44.7
"TGO",2016,46.8
"TGO",2017,48
"TGO",2018,50
"TGO",2019,52.5
"TGO",2020,54.1
"TGO",2021,55.7
"THA",2000,82.1
"THA",2001,90.4
"THA",2002,91
"THA",2003,91.6
"THA",2004,92.2
"THA",2005,92.8
"THA",2006,99.1
"THA",2007,94.1
"THA",2008,94.8
"THA",2009,99
"THA",2010,99.7
"THA",2011,99.3
"THA",2012,99.1
"THA",2013,99.4
"THA",2014,99.5
"THA",2015,99.6
"THA",2016,99.9
"THA",2017,99.9
"THA",2018,99.8
"THA",2019,99.9
"THA",2020,100
"THA",2021,100
"TJK",2000,98.5
"TJK",2001,98.6
"TJK",2002,99
"TJK",2003,100
"TJK",2004,98.5
"TJK",2005,99.3
"TJK",2006,98.6
"TJK",2007,98.6
"TJK",2008,98.6
"TJK",2009,99
"TJK",2010,98.8
"TJK",2011,98.9
"TJK",2012,99.1
"TJK",2013,99
"TJK",2014,99.1
"TJK",2015,98
"TJK",2016,99.3
"TJK",2017,99.3
"TJK",2018,99.3
"TJK",2019,99.4
"TJK",2020,99.5
"TJK",2021,99.6
"TKM",2000,99.6
"TKM",2001,99.6
"TKM",2002,99.6
"TKM",2003,99.6
"TKM",2004,99.5
"TKM",2005,99.5
"TKM",2006,99.8
"TKM",2007,99.6
"TKM",2008,99.6
"TKM",2009,99.7
"TKM",2010,100
"TKM",2011,99.8
"TKM",2012,99.9
"TKM",2013,99.9
"TKM",2014,100
"TKM",2015,100
"TKM",2016,100
"TKM",2017,100
"TKM",2018,100
"TKM",2019,99.9
"TKM",2020,100
"TKM",2021,100
"TLS",2000,17.8
"TLS",2001,25.6
"TLS",2002,24.1
"TLS",2003,27.7
"TLS",2004,30.4
"TLS",2005,33.5
"TLS",2006,36.7
"TLS",2007,36.6
"TLS",2008,43.1
"TLS",2009,46.3
"TLS",2010,38
"TLS",2011,52.7
"TLS",2012,56
"TLS",2013,59.2
"TLS",2014,62.4
"TLS",2015,67.3
"TLS",2016,76.5
"TLS",2017,79.5
"TLS",2018,85.2
"TLS",2019,90.6
"TLS",2020,96
"TLS",2021,100
"TON",2000,85.6
"TON",2001,86.3
"TON",2002,87
"TON",2003,87.6
"TON",2004,88.3
"TON",2005,89
"TON",2006,92.3
"TON",2007,90.5
"TON",2008,91.2
"TON",2009,92
"TON",2010,92.8
"TON",2011,92.2
"TON",2012,92.8
"TON",2013,95.1
"TON",2014,95.9
"TON",2015,100
"TON",2016,97
"TON",2017,98.2
"TON",2018,99
"TON",2019,98.4
"TON",2020,99.9
"TON",2021,100
"TTO",2000,91.3
"TTO",2001,96.3
"TTO",2002,96.5
"TTO",2003,96.7
"TTO",2004,96.8
"TTO",2005,95
"TTO",2006,100
"TTO",2007,100
"TTO",2008,100
"TTO",2009,99
"TTO",2010,100
"TTO",2011,97.5
"TTO",2012,100
"TTO",2013,100
"TTO",2014,100
"TTO",2015,100
"TTO",2016,100
"TTO",2017,100
"TTO",2018,100
"TTO",2019,100
"TTO",2020,100
"TTO",2021,100
"TUN",2000,94.8
"TUN",2001,97.3
"TUN",2002,97.8
"TUN",2003,98.4
"TUN",2004,99
"TUN",2005,99.2
"TUN",2006,99.4
"TUN",2007,99.4
"TUN",2008,99.4
"TUN",2009,99.5
"TUN",2010,99.5
"TUN",2011,99.5
"TUN",2012,99.5
"TUN",2013,99.7
"TUN",2014,99.8
"TUN",2015,99.9
"TUN",2016,100
"TUN",2017,100
"TUN",2018,99.8
"TUN",2019,100
"TUN",2020,99.9
"TUN",2021,99.9
"TUR",2000,99.9
"TUR",2001,99.9
"TUR",2002,99.8
"TUR",2003,99.8
"TUR",2004,99.7
"TUR",2005,99.7
"TUR",2006,99.7
"TUR",2007,99.7
"TUR",2008,99.7
"TUR",2009,99.7
"TUR",2010,100
"TUR",2011,100
"TUR",2012,100
"TUR",2013,100
"TUR",2014,100
"TUR",2015,100
"TUR",2016,100
"TUR",2017,100
"TUR",2018,100
"TUR",2019,100
"TUR",2020,100
"TUR",2021,100
"TUV",2000,94.6
"TUV",2001,94.8
"TUV",2002,94.6
"TUV",2003,95.1
"TUV",2004,95.3
"TUV",2005,95.5
"TUV",2006,95.7
"TUV",2007,96.7
"TUV",2008,96.2
"TUV",2009,96.5
"TUV",2010,96.7
"TUV",2011,97
"TUV",2012,97.7
"TUV",2013,97.6
"TUV",2014,97.9
"TUV",2015,98.1
"TUV",2016,97.3
