STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MWI,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Malawi,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,93.20401849341259,93.22432884907921,93.28137924323272,97.58839615550687,94.50173568243547,94.54179952862887,94.55528634659376,94.56795037648854,99.09873345191058,98.90887369021002,98.94036677997397,98.70721225997121,98.7086612557333,98.81104339948942,98.84873789908065,99.10334971318937,96.81716333198432,84.490707757445,80.15163565028367,79.25376142147216,79.27908251537421,80.0551584735492
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Uruguay,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,94.96170898831117,87.91678540894841,89.77298269273994,92.240190547825,98.81843245372194,93.57652656621728,87.1045134203029,91.1978729359082,96.14258833368179,77.11664117892396,93.27807063784923,99.68691891891892,99.55783446121812,99.74146170882388,81.49186440677965,87.31068592997528,64.36242816091954,86.96139901898059,61.355758266818704,69.60101534556364,89.09721575565696,74.61803944315545,64.61209662200416,84.03859348198971,94.53656096059113,93.03452545706169,96.45757095519377,98.28758443005363,97.36383531664615,98.0227300956403,93.7486387049301,84.35379806189435
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Spain,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.1349960177195,17.849051033048568,12.349894784591928,16.022754811800873,17.954563709044628,14.588545095457539,23.64165792535782,19.417338053171708,18.895479878698467,13.113274140803949,16.947181780922,22.145350709213847,15.601487644467667,22.69836520831895,19.106324158671878,15.948551939418461,18.709395944019047,20.161086871719895,20.69210984261756,26.077998778087025,33.49059951513463,30.573138401957483,30.441080394410502,40.46947985337726,40.92230644773613,35.711556329228834,39.34977490346507,32.89207401550815,38.75869004416073,37.77249988106435,44.52772303918777,47.014913674939486
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EUU,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,European Union,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13.343287860840631,13.672564805116192,14.3248000861488,14.775170641054588,15.057063495556221,14.71873059824633,14.297445902731326,14.698960247966955,15.079425531557522,15.006947446069338,16.396001015543458,17.002574640812007,15.345187194869823,15.105913289331733,16.244122453246472,16.298139672354086,16.80934612878081,17.648551396457698,19.003661241000298,21.064680420215982,22.86263814334804,22.81070097606672,25.739038422214637,28.61891235878124,30.27640415039068,30.411800790696603,30.7011809312004,30.520006889901737,32.844818376794414,34.52311951423221,39.01510354266999,37.793075573094285
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWE,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Sweden,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,50.81562171533096,44.172840511275744,52.14419827262486,52.71925493100705,42.922553179590786,47.5601782259641,38.3920319631457,48.26363995738665,49.17050198009205,48.26746738990055,57.25732105241419,51.56791674143191,48.50899240126759,43.406764768859325,44.97311813784286,51.31584561492094,49.64635744965694,52.05883616926982,54.353230514936214,58.4595604636706,55.32790074588685,55.988896645723216,59.098528467048105,54.073991616938486,55.868706194724815,63.30428962692459,57.20508941734504,57.88925418569254,55.80973072215423,58.748270887383555,68.48070901466737,67.39193704234042
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PLW,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Palau,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,0.00991375037176564,0.009674922600619196,0.00974184120798831,0.009607993850883935,0.009286775631500743,0.03571428571428571,0.03938946331856229,0.03773940937824323,0.39010368545323887,0.42744656917885265,0.4209844559585492,0.8482978957805443,1.1587032938419477,1.2610340479192939,1.842870999030068,1.8413082980012114,3.2627559875043386,3.3703836500537827,3.5855720860537303,3.508947315805258,3.9213719787383408,4.59829235675342
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Fiji,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,76.14394130664013,77.68908514492753,73.33072662104921,56.83854628665458,58.80331738910106,52.828059673128095,50.651364764267996,66.22269637711446,64.91843785533106,60.10475485375206,51.322767894429134,58.023153418243524,64.98468623064058,61.20869367788809,49.21585973942416,47.83453555130281,53.82501990175329,51.25311367499078,58.336111744783906,54.4755261849857,54.552652414885195,60.06560852362547
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MYS,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Malaysia,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.331421619742787,16.601385959626395,14.874313585047238,14.027461930395232,16.685421994884912,13.686155470502836,10.088299362066284,6.691083737885044,7.996903361828993,11.535572486318275,10.923269078044907,9.338472792752237,8.063623752508452,7.21783124545999,7.477067230567304,7.994193993202134,7.833663586775019,7.01503343041142,8.919080581998138,6.8662362180288445,6.184259452182136,6.724317969106535,8.072056317485359,9.48138751554052,9.85821426876157,11.140191709464906,13.671122175411721,17.04318488529015,16.709548021604885,16.181196839974657,17.571078262467555,17.00045561377287
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BTN,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Bhutan,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,99.98678955765342,99.98136993106874,99.97511480058974,99.94755340881694,99.92996338436586,99.93163800926685,99.95034008670956,99.96842648422587,99.98521329088562,99.99656136811701,99.9957130486226,99.99547186685025,99.99736223541755,99.99284808944657,99.99986042389264,99.9997418525436,100.0,99.99611545891969,100.0,100.0,100.0,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,India,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.765260648771896,23.066420418727095,21.025967704132835,19.801138515665112,21.504514737076857,17.488944746452635,15.992106281321327,16.247006000875665,16.926128750598526,15.519256035856388,14.040125833244216,13.619762948138437,12.800580983491244,11.519185691507886,12.87084582976821,14.365911397640602,15.972458005398144,16.89583190595973,17.107257902273346,15.350478998923586,14.94194309505859,15.306114125046971,16.244987187585235,15.298763552713925,15.86318420123326,14.894852745676129,13.597172565355725,14.159378609042076,15.01025978272085,16.82752321325219,19.755747494815232,19.13129244716905
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GUM,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Guam,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004491253284228964,0.00895696179855793,0.014232606331801905,0.03318893236444941,0.0858509464044806,0.15479327417315578,1.797606296279048,3.823158859237201,3.5707619473181107,4.294436204339277,4.46821357715863,4.695737178368187,4.800770876470487
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNB,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Guinea-Bissau,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9193857965451053,1.9778481012658229,1.9778481012658229,7.086614173228346,7.086614173228346,7.086614173228346,7.086614173228346
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Brunei Darussalam,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021360759493670885,0.04348993288590604,0.04249363867684478,0.038391640163562016,0.03595206391478029,0.03119047619047619,0.02552693208430913,0.03776762088044262,0.037037037037037035,0.0218978102189781,0.01935483870967742,0.01965257062642569
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDA,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,IDA total,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,46.71528168788424,46.947600741063056,46.49918358653983,46.846632051146194,47.46803946803947,44.940862407771306,43.726549874462485,42.07675636129063,41.62675585284281,41.48004001091207,43.43365370364556,42.40960425221365,40.74862700210347,42.90648572195774,42.57867798067828,43.3434427456236,42.92685074179168,41.566595953881155,41.917614583984346,41.17201580037003,42.00313819136672,42.57725986507607,42.4554892639602,44.01675183176161,42.939966428868566,41.460060668124214,38.86421585681704,39.55259374902662,40.384513207405256,41.75527925322743,40.890079881459954,39.81324527879741
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Euro area,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.994751398401664,12.748668398103783,12.977471174050464,13.513838588416313,14.759019082830246,13.689257702932988,14.194433798181304,13.63308518127688,13.729033497390125,13.745295434568296,15.113461246929937,16.083636627128406,14.360524106735687,14.796068948493962,15.591562326265132,14.868861739483005,16.101740136836913,16.96640715229367,18.319025820792163,20.50019673993673,22.39729160134797,22.36879965369729,25.22402357829555,28.880329285111188,30.295312143473485,29.697241013797086,30.60268109683711,30.289900090434834,33.3167942622256,34.762358393741806,39.24495840246786,37.89001521891574
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Ethiopia,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,88.35274542429285,89.49545078577337,92.7477840451249,91.3232104121475,93.31495520330806,93.51669941060904,94.1983780411728,97.02602230483272,97.09618874773139,98.84428223844283,,,,,,,,96.63490273470539,87.66137145882976,88.81543456543457,99.56313788272963,99.86038807382867,,,77.59720910712412,91.47259684361549,83.67038216560509,95.01593655589123,91.27211399463069,96.77994280774091,95.43436965744317,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FSM,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,"Micronesia, Fed. Sts.",Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,4.182933630786391,4.182933630786391,4.182933630786391,0.16271501627150164,0.16271501627150164,0.16271501627150164,0.16271501627150164,0.3017641597028784,0.3826974370868607,0.8720596672403901,1.090543836992395,1.2747400201274741,1.0976314269208551,1.4555175998811822,3.4284851230931883,4.637037037037037,6.3341493268053854,6.392694063926941,6.284281460586115,6.598153112898421,6.189744306273578,4.947509492964039
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVN,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Slovenia,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23.706203792992607,28.311362209667294,27.730071289695395,25.405993638037838,26.359053896859248,25.18392317819252,28.130504710117176,23.466909532483303,25.123834498834498,28.44216558588448,28.66059894304169,26.736762062767873,23.390601452253733,22.28140376266281,27.602187152118397,23.64893828140504,24.499239166391,22.46500033238051,26.267455332642236,29.912576967627874,30.011070559610705,25.06183448533533,28.701023066658195,33.56337328448115,39.485232551471015,30.711456953642386,32.34260606060606,28.913573441136837,33.20739924047532,32.56581154108951,34.16655031995346,36.11268581506677
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,East Asia & Pacific (IDA & IBRD),Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.143733078202164,19.255538057364436,18.40636880739707,18.52240592379869,18.44036890571551,19.33128375118415,17.83648456711687,17.136468489010333,17.694838619068463,16.997857129067754,17.653575800704843,19.363078846912295,18.044933022442635,15.632431515685058,16.487373109326303,16.36838675667749,15.852152372669853,15.536502050213393,17.7665509697302,17.874036783505023,18.84524406248343,17.409510578429312,20.41437027826783,20.533702441864417,22.118091257407787,23.554077894519097,24.914866278049097,25.255496545306922,25.894327738476473,26.61530864244478,27.75947227519205,28.24504391132134
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DMA,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Dominica,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,40.84234930448223,33.49364903193982,45.240185626489406,37.19179859849468,42.70059201410757,33.452636602242904,32.69477864735428,25.579785392869503,24.27601809954751,25.72069186418962,24.045954045954048,36.29008386778491,27.028872415138512,37.054888845170176,30.56388432150111,23.52941176470588,33.108647450110865,32.45583650848632,37.71532184950136,22.275436355896126,20.38488952245189,20.287571400433325
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HPC,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Heavily indebted poor countries (HIPC),Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,83.3146010013283,84.30038352096993,81.73008983546987,81.20485961639642,78.35370271967538,76.42018406854967,75.70665966570404,73.57407678934248,71.32083437278118,72.51057082452431,73.36852304182085,75.07640929054276,71.2407734388328,69.48262892433351,69.56780474286283,68.87098222899186,66.9628713642431,66.46001734739825,66.8248034696817,68.91943442191322,69.4420801951948,68.08313730917645,67.26359386079984,67.76453046213142,65.86367941663744,61.75740733648914,58.372608074654345,59.419202303315274,60.072535608339905,60.50867852349191,60.65102299241746,60.086787697632126
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,XKX,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Kosovo,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,1.758539059857964,1.3903743315508021,1.3997308209959622,1.4325068870523416,2.768250857422832,2.512337371018394,2.277852954442941,1.9441571871768357,1.4722975590856258,2.4115755627009645,3.0379256965944275,1.8085093545667834,1.6083923144492795,2.1960676137495594,2.7843947339860975,2.2924265599874496,4.1044819786308135,3.045105477033295,5.146571544495536,4.946234188725949,5.417611596034128,6.374476556401319
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,"Iran, Islamic Rep.",Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10.292375892524788,11.003337179927017,13.876754615877454,12.8903994540969,9.092796599819243,8.576034643037856,8.134966489484631,7.087403467498593,6.804299079873193,4.418722316411763,3.037113928639101,3.909914822694491,5.727411912305697,7.227563394377364,6.394367294120467,9.071868963658417,9.49460250568294,8.886879491729825,2.3068801566214514,3.3587161765370195,4.1821608094128155,5.121465349174346,4.984560084317828,5.6018922852983986,5.137136801779985,5.112395904971974,5.780147633641653,5.016579746244259,5.35997700570336,9.844243902887003,6.77518127951359,4.238132566849577
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SOM,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Federal Republic of Somalia,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1196742765740877,1.0880316518298714,1.1327363633795655,1.4584154513204572,3.368304803975704,4.626955147419478,4.697072838665759,4.697072838665759,8.22221022512552,11.213244894761582
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDA,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Moldova,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.5843659453794463,2.3192450824029773,1.9990737882062366,3.2308089945722407,2.9315617420647473,4.249180327868853,4.979591836734694,5.921562548442102,5.844961240310077,6.236559139784946,6.724937566892615,6.292772492071441,6.507854306922148,6.313850276335622,6.470992104359767,6.2938230383973295,6.18844386080105,6.383338977311209,6.4596479574892065,5.776056792513714,6.655764513491415,6.157303370786517,4.683502844337183,7.015521064301552,6.240104069875488,4.737068253181293,4.252349222620879,6.387993553585818,6.153988868274583,6.635661635661635,5.7783171521035595,6.503906249999999
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Uganda,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,99.95951192457017,,97.5173646578141,76.41567398119122,66.22333500250376,61.85610589239966,54.4594262295082,52.0087114337568,61.83890126206385,90.1021174863388,,,94.89593767390095,93.16710319539025,96.95130890052356,92.33813953488372,96.6197152245345,96.73561464690496,90.0255924170616
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Sierra Leone,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,34.78260869565217,33.33333333333333,16.666666666666664,16.666666666666664,17.525773195876287,24.060245538539426,20.273348519362187,18.87550200803213,6.090346867437483,35.054937364406186,87.39963664068452,87.09714090831581,73.88059701492537,61.990526869773696,82.55148483619486,74.72779154464219,74.24977363859784,75.23603157405975,75.27582903235775,75.27735714947929,75.27735714947929,75.28194036768113
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,A,Annual,Bosnia and Herzegovina,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,20.89939857845817,37.27239753355096,52.22988505747126,71.14517583408477,81.50329877474081,82.7766416723472,70.24523160762944,53.10895607529949,50.20381183210312,54.48099271223163,48.84456803145076,48.70276367738297,48.845618915159946,39.95313332149831,46.97697988686361,47.598397079828594,44.01044406041025,33.95578750848608,32.83647035013155,39.82224917028338,46.87193412754029,28.718259162303667,29.94042039483028,41.478138788608106,36.782858910891086,35.583082730820905,31.890921371081216,24.423895851076775,34.71294363256785,36.9519236265935,29.53063885267275,39.33966335779024
